NTN,NAME,S.T.Reg. No,Address,Customer_Receipt_NO,Customer_NTN,Customer_NAME,Customer_S.T.Reg. No,Customer_Phone Number,Customer_Address,Business Name,Product 1,Product 2,Product 3,Product 4,Date,Quantity_Product_1,Quantity_Product_2,Quantity_Product_3,Quantity_Product_4,Rate_Product_1,Rate_Product_2,Rate_Product_3,Rate_Product_4,Tax_Product_1,Tax_Product_2,Tax_Product_3,Tax_Product_4,Product_1_Price_with_Tax,Product_2_Price_with_Tax,Product_3_Price_with_Tax,Product_4_Price_with_Tax,Amount Excluding Taxes_Product_1,Sales Tax @ 18%_Product_1,Amount Including Taxes_Product_1,Amount Excluding Taxes_Product_2,Sales Tax @ 18%_Product_2,Amount Including Taxes_Product_2,Amount Excluding Taxes_Product_3,Sales Tax @ 18%_Product_3,Amount Including Taxes_Product_3,Amount Excluding Taxes_Product_4,Sales Tax @ 18%_Product_4,Amount Including Taxes_Product_4,Total Amount Excluding Taxes,Total Sales Tax @ 18%,Total Amount Including Taxes
3.64014E+12,MUHAMMAD USMAN FAROOQ,10599-77-8761-413-10591,Suit 36/B Summera Tarrace Block-5 Gulshan-E-Mamar,888927,2923519-7,MUHAMMAD ADEEL ASGHAR,526-572-8761-413-23,"061 6784900  ,   03312870582",Deputy Executive Director (Lpg/Lng) Oil & Gas Regulatory Authority Plot 54 Near Pia Building,AZAM KARYANA STORE,Serenity Scrolls,Artistic Embellishments,Vintage Bound Pages,Chronicles Collections,05-04-2019,56,73,74,86,66,77,87,18,0.189898643,0.173741556,0.167705275,0.145300663,79,90,102,21,3696,665.28,4361.28,5621,1011.78,6632.78,6438,1158.84,7596.84,1548,278.64,1826.64,17303,3114.54,20417.54
3.66012E+12,MUHAMMAD DIN,10599-77-8761-413-10591,Tahir Plaza Office-103 1st Floor Shahrah-E-Faisal,1011180,2923522-7,MUHAMMAD YASIN,527-573-8761-413-23,061-4556508 061-6353025,306 3rd Floor Al-Hayat Chambers Plot A-7 Sultan Ahmed Shah Road Office Shaheed-E-Millat Road,AZAM LAW ASSOCIATES TAX CONSULTANT,TaxSync Flow,SimplifyTax Hub,LegalTax Insights,ZenTax Solutions,27-06-2019,57,90,62,84,37,45,97,76,0.154029584,0.086814523,0.124371706,0.057421737,43,49,109,80,2109,379.62,2488.62,4050,729,4779,6014,1082.52,7096.52,6384,1149.12,7533.12,18557,3340.26,21897.26
3.71043E+12,ZAHID RIAZ,10599-77-8761-413-23,Tesla Industries Plot 81-G Street Number 6 L-10/3,966814,2923579-7,MUHAMMAD BILAL,528-574-8761-413-23,061-6221027,Bukhari Travel & Tourism Services Office. 11 Lakson Square Building. 1 Sarwar Shaheed Road :,Azam Law Chamber,LexiGuard Cases,Justice Scribes,Legal Shield Docs,Verity Vault Docs,10-05-2020,88,69,11,64,43,11,68,20,0.130763295,0.092090634,0.051830038,0.077023728,49,12,72,22,3784,681.12,4465.12,759,136.62,895.62,748,134.64,882.64,1280,230.4,1510.4,6571,1182.78,7753.78
4.23011E+12,SYED FAROOQ BUKHARI,10599-77-8761-413-23,Tsl (Private) Limited 14-Y F-8 Markaz Johar Road.,909057,2923597-9,ARIF HUSSAIN,529-575-8761-413-23,061-6221027,The Indus Hospital-Peshawar House 53 Sayed Jamal Uddin Afghani Road Mr. Farooq (Admin) Javed,AZAM MECHANICL WORKS,GearFix Pro,Turbo Tune Up,Mechanical Marvels,TechRepair Hub,02-10-2023,87,15,26,3,78,38,77,42,0.12877412,0.174444462,0.105717265,0.090094057,88,45,85,46,6786,1221.48,8007.48,570,102.6,672.6,2002,360.36,2362.36,126,22.68,148.68,9484,1707.12,11191.12
3.66014E+12,MUHAMMAD SALEEM,10599-77-8761-413-23,Wilson's Pur Euticals 387-388 I-9 Industrial Area,1161443,2923604-5,MUHAMMAD NADEEM ASHRAF,530-576-8761-413-23,"0623-2250975  ,   ",Assistant Director Accreditation & Attestation Division Higher Education Commision (Hec) H-9,AZAM MEDICAL STORE,Vital Docs Hub,Rx Refills Pro,Health Pulse Kits,Medicsync Solutions,11-12-2021,7,87,51,5,78,53,17,20,0.144422588,0.19418741,0.163278266,0.13509499,89,63,20,23,546,98.28,644.28,4611,829.98,5440.98,867,156.06,1023.06,100,18,118,6124,1102.32,7226.32
4.21019E+12,MUHAMMAD AHMED,10599-77-8761-413-23,1213 Syed Amjad Kabir Elmetec Private Limited 19km,1172539,2923668-1,HAMID NAWAZ,531-577-8761-413-23,063-2272488,Business Dynamic Enterprises (Bde) 1402 14th Floor Q. M House Elander Chundrigar Road-74020.,AZAM MOTORS,SwiftDrive Gear,TurboTraction Wheels,AeroZest Engine,Velocity Shift Controls,18-05-2019,22,61,100,77,78,23,46,27,0.053010893,0.089020475,0.184316983,0.175977235,82,25,54,32,1716,308.88,2024.88,1403,252.54,1655.54,4600,828,5428,2079,374.22,2453.22,9798,1763.64,11561.64
3.7405E+12,RAJA TORAB ALAM MUKHTAR,10600-10646-8761-413-23,1674 Kamra Rais House 20 Street Number 37 Mohallah,900224,2923669-0,IQBAL AHMAD,532-578-8761-413-23,"068-570228  ,   0300-8672967  ,   0300-8912646  ,   068-570228  ,   0300-8672967  ,   0300-8912646",Focal Person Delhi Medical And Dialysis Centre Street 1/2-A Sector 15-B Town Naran Chorangi.,AZAM NIMKO,ZenFlow Notes,SketchNimzo Art,MindFlow Pens,QuantumJot Papers,10-03-2020,75,19,88,46,91,65,36,24,0.1217765,0.100909057,0.076830499,0.067203773,102,72,39,26,6825,1228.5,8053.5,1235,222.3,1457.3,3168,570.24,3738.24,1104,198.72,1302.72,12332,2219.76,14551.76
4.22019E+12,IBRAHIM MUHAMMAD AL MADNI,10600-10646-8761-413-23,2 Awan-15-Karat Street Ahmed Zai Colony Sapyb Road,1065442,2923670-3,CH ASIF ALEEM,533-579-8761-413-23,068-5709467 03017664607,Chief Meteorologist Pakistan Meteorological Department Meteorological Complex P. O. Box 8454,AZAM OIL TRADERS,Vital Flux,Spark Commerce,Refuel Network,Zenith Blends,23-07-2021,4,31,80,29,46,70,35,29,0.171945751,0.177027317,0.074924524,0.119001781,54,82,38,32,184,33.12,217.12,2170,390.6,2560.6,2800,504,3304,841,151.38,992.38,5995,1079.1,7074.1
3.7405E+12,MAHBOOB HUSSAIN,10600-10646-8761-413-23,22 Mezzanine Floor National Chamber Arambagh Road.,1037213,2923806-4,MUHAMMAD ZESHAN KHAN,534-580-8761-413-23,068-5955844,Mehran Builders & Developers Plot C. Sector 35-A Kda Deh Dozan. Sadi Town Road (Safora East),AZAM PAINTS HARDWARE STORE,Metal Fusion Gloss,Stone Shield Finish,Rustproof Lockset,Concrete Sealer Touch,04-01-2022,19,74,75,17,59,35,84,20,0.151503432,0.197738034,0.067838482,0.119781198,68,42,90,22,1121,201.78,1322.78,2590,466.2,3056.2,6300,1134,7434,340,61.2,401.2,10351,1863.18,12214.18
4.2201E+12,AMBREEN FATIMA,10600-10646-8761-413-23,298 Zahoor Anjum Awan House 369 Block-B Sector-Eme,811479,2923807-2,JAWAD KHIZIR,535-581-8761-413-23,07156-32330,Habib Bank Limited Compliance Department Head Office Habib Bank Plaza I. I. Chundrigar Road.,AZAM PHARMACY,Zen Med Essentials,Vital Rx Bundle,Calm Calm Capsules,Pure Formulas Box,13-03-2021,85,96,81,88,66,22,25,17,0.098963471,0.063678818,0.058473285,0.055778499,73,23,26,18,5610,1009.8,6619.8,2112,380.16,2492.16,2025,364.5,2389.5,1496,269.28,1765.28,11243,2023.74,13266.74
4.22011E+12,ARSLAN ASHRAF MAMDANI,10600-77-19330-413-23,319-320 Technocity Office Tower Hasrat Mohani Road,1099888,2923918-4,ABDUL GHAFFAR,536-582-8761-413-23,0723-652301-16,Purchase Assistant Mukhtar A. Sheikh Memorial Welfare Hospital Main Near Arab Factory Chowk.,"AZAM POP CORN,WOVEN WORLD",Threaded Snacks,Woven Kernels,Pop Threads,Stitched Kernels,10-05-2021,37,49,96,28,60,91,76,76,0.122256103,0.115291163,0.174298012,0.163707059,67,101,89,88,2220,399.6,2619.6,4459,802.62,5261.62,7296,1313.28,8609.28,2128,383.04,2511.04,16103,2898.54,19001.54
4.22012E+12,MUHAMMAD AHBAR KHAN,10600-77-19330-413-23,406 4th Floor Paorama Centre-1 Fatima Jinnah Road.,1059590,2923919-2,MUHAMMAD IMRAN LIAQAT,537-583-8761-413-23,0723-661490,Western Global Services (Private.) Limited Unit 2 Plot 7 Haq Arcade Street Number 33 F-8/1 :,AZAM PUBLIC SCHOOL BOHAR,Scholar Hub,EduEdge Services,Mind Forge Programs,Learning Launchpad,10-10-2022,96,20,25,52,46,50,11,38,0.083877331,0.14458754,0.135302171,0.193258695,50,57,12,45,4416,794.88,5210.88,1000,180,1180,275,49.5,324.5,1976,355.68,2331.68,7667,1380.06,9047.06
3.66029E+12,FARRUKH AZIZ,10600-77-19330-413-23,41 Bahadur Yar Jhang Society Shaheed-E-Millat Road,916201,2923920-6,IJAZ AHMED,538-584-8761-413-23,"081 - 2821664  ,   2821229",Office 9-B Satellite Plaza 6th Road Rawalpindi From : Kami Corporation 5th Floor 503 Centre.,Azam Rafique,Smart Scan Pro,Quick Print Hub,Elite Document Tech,CraftCopy Solutions,04-08-2019,45,68,48,60,99,76,24,55,0.052890899,0.096627102,0.070916049,0.100210377,104,83,26,61,4455,801.9,5256.9,5168,930.24,6098.24,1152,207.36,1359.36,3300,594,3894,14075,2533.5,16608.5
3.65012E+12,ABID HUSSAIN,10600-77-19330-413-23,46-E/2 Behind Fortune Centre Main Shahrah-E-Faisal,920312,2923922-2,MUHAMMAD ADEEL FAROOQ,539-585-8761-413-23,091-2214377,Razia Iqbal Medical Centre Co Shalimar Colony Near : Toyota Bosan Road Multan. Communication,AZAM RENT A SERVICES,Cloud Storage Pro,Quick Lease Packages,Mobile Tech Rentals,Home Workstation Kits,23-07-2019,47,19,27,100,43,78,62,10,0.062907415,0.178510492,0.186900219,0.124025658,46,92,74,11,2021,363.78,2384.78,1482,266.76,1748.76,1674,301.32,1975.32,1000,180,1180,6177,1111.86,7288.86
4.23012E+12,ASGHAR HUSSAIN,10600-77-8761-10982-23,53 Sheikh Waqas Shahid Bohra House 368 Karim Block,1157867,2923923-7,SYED SAFDAR SHABBIR HUSSAIN,540-586-8761-413-23,0937-870260,Branch Manager Pearl Securities Limited Room 1011 10th Floor Islamabad Stock Exchange Tower.,AZAM RICE TRADER,Spice Market,Rice Fusion,Grain Exchange,Seed Traders Hub,11-04-2022,22,71,89,15,82,62,33,97,0.0586831,0.151419646,0.091576129,0.103445882,87,71,36,107,1804,324.72,2128.72,4402,792.36,5194.36,2937,528.66,3465.66,1455,261.9,1716.9,10598,1907.64,12505.64
4.23011E+12,ASIFA ALI,10600-77-8761-10982-23,612/5 Quaid-E-Azam Industrial Estate Kotlakhpath :,1017651,2924549-4,JAVAID IQBAL,541-587-8761-413-23,093-8221581-0 4-5375860,General Manager Treasury Pakistan Telecommunications Company Limited Ptcl Headquarters F-8/4,AZAM RICE TRADERS,Spice Route Select,Grain Harmony Basket,Rice Refine Hub,Azam Flourishes,16-10-2019,22,1,23,90,67,33,80,76,0.080893235,0.15172056,0.125112481,0.16656237,72,38,90,89,1474,265.32,1739.32,33,5.94,38.94,1840,331.2,2171.2,6840,1231.2,8071.2,10187,1833.66,12020.66
4.22018E+12,EJAZ AHED,10600-77-8761-10982-23,653 Mohammad Ali Khan Kahn Brothers. 15 Main Bazar,1095243,2924648-2,ARSLAN ARSHAD,542-588-8761-413-23,093-82215810334-0334-5375860,Manager It Rda Cell Evacuee Trust 1st Floor F-5/1 Near Marriott Ministry Of Textile Industry,Azam s Dairy Farm,Milk Blends,Cream Harvest,Dairy Delight,Fresh Farms Wrap,01-03-2018,34,75,64,68,25,29,97,46,0.057496958,0.11662005,0.116648368,0.089133098,26,32,108,50,850,153,1003,2175,391.5,2566.5,6208,1117.44,7325.44,3128,563.04,3691.04,12361,2224.98,14585.98
4.22015E+12,AHMED RAZA,10600-77-8761-413-10592,668 Nauman Ahmed H 7 Street Number 161 Shad Abdual,855172,2924676-8,MOHSIN ALI,543-589-8761-413-23,"0938-272005  ,   0307-5927885",1484 Muhamamd Shahid Masood Chauhdry C/O Saleem Raza 220 2nd Floor Alfalah Building The Mall,AZAM SERVICE PROVIDER REAL ESTATE,StarMarks Properties,Zest Realty Solutions,Horizon Estates Inc.,Legacy Homes Finder,12-04-2022,20,52,90,67,36,23,55,16,0.110792911,0.145422037,0.050331861,0.099830335,40,26,58,18,720,129.6,849.6,1196,215.28,1411.28,4950,891,5841,1072,192.96,1264.96,7938,1428.84,9366.84
4.22016E+12,ARIF AMEER KHAN,10600-77-8761-413-10592,95 Block 7/8 K. M. C. H. S. Justice Inamullah Road,1110006,2924697-7,MUHAMMAD SHAHID ANJUM,544-590-8761-413-23,"0938-273442  ,   0314-5144860",1534 Amir Jamal Tpl Corporation 51-M Danim Road Quaid-E-Azam Industrial Estate Kot Lakh Bath,AZAM SHAHZAD CLOTH HOUSE,ClothCraft Embroidery,Thread Tales Threads,FabricFeather Patches,SilkThread Stitches,11-07-2022,93,72,34,91,28,59,62,38,0.13077669,0.073420203,0.061399454,0.057862079,32,63,66,40,2604,468.72,3072.72,4248,764.64,5012.64,2108,379.44,2487.44,3458,622.44,4080.44,12418,2235.24,14653.24
3.72022E+12,IMRAN HUSSAIN,10600-77-8761-413-10592,Address : Mab House 24c South Park Avenue Phd Ext.,981783,2924701-2,MUHAMMAD MOBEEN YOUNIS,545-591-8761-413-23,"0938-490166  ,   0345-9289030",Babar Medicine Company Address : Opposite Micro Electronics -. : Uan : + 92 42 111-261-262 :,AZAM SHAHZAD DRINK CORNER,Sunrise Sips,Elixir Elixir,RefreshRush,ZestyZest,12-05-2018,27,87,42,66,62,21,71,17,0.170385886,0.137064842,0.119125232,0.097414564,73,24,79,19,1674,301.32,1975.32,1827,328.86,2155.86,2982,536.76,3518.76,1122,201.96,1323.96,7605,1368.9,8973.9
4.23011E+12,ABDULLAH,10600-77-8761-413-23,Address House 3tariq Khan Street Post Office Sohan,864708,2924749-7,MUHAMMAD RAMZAN,546-592-8761-413-23,0946-730493-94,Mr. Saeed Ahmed Khan Partner Interline Shopping & Logistics 15-A 2nd Floor Shadmaan Colony 1,AZAM SHOE,SoleSync,FootForge,SoleScribe,StepCraft,11-12-2021,89,63,7,85,61,67,66,15,0.052026201,0.191482302,0.072286907,0.133933595,64,80,71,17,5429,977.22,6406.22,4221,759.78,4980.78,462,83.16,545.16,1275,229.5,1504.5,11387,2049.66,13436.66
4.22012E+12,AFAQ HUSSAIN GHORI,10600-77-8761-413-23,Administrator Manager Iucn Pakistan Country 1 Road,1065963,2924750-7,MUHAMMAD IBRAHIM,547-593-8761-413-23,0997-430081-84,Bank Of Punjab Plot 07-A Main Double Road Pwd Employees Cooperative Housing Scheme Lohi Bhera,AZAM SONS,StormGuard Shields,ZenFlow Solutions,SkyBridge Elevations,OceanWave Designs,22-01-2018,62,16,80,48,62,77,16,44,0.080509253,0.075487442,0.103935577,0.195067749,67,83,18,53,3844,691.92,4535.92,1232,221.76,1453.76,1280,230.4,1510.4,2112,380.16,2492.16,8468,1524.24,9992.24
3.64027E+12,SHAFQAT MEHMOOD,10600-77-8761-413-23,Akber Ali Sulemanji & Sons Plot 20 Sh-3 Serai Road,1119346,2925158-3,ALI KOUSAR,548-594-8761-413-23,"100004706  ,   03453587698",House B/92 Fazal Town Unit 09 Latifabad. Hyderabad. : From : Siddiq Ali Merck Private Limited,AZAM SONS COMMISSION SHOP,Commission Chronicles,Commission Forge,Sign & Stamp,Print Revive,03-07-2021,70,64,95,83,30,11,13,32,0.192985046,0.06508511,0.109981379,0.085338577,36,12,14,35,2100,378,2478,704,126.72,830.72,1235,222.3,1457.3,2656,478.08,3134.08,6695,1205.1,7900.1
3.64029E+12,UMER FAROOQ,10600-77-8761-413-23,Aliel Nos. 51/64 Dear Continental Shahrah-E-E-Azam,949736,2925167-2,AQEEL HAIDER,549-595-8761-413-23,"100004861  ,   03453654363",Hotel Naran 8-A Main Shahrah-E-Faisal Opposite. Nursery. : From : Hummad Ahmed Office Finance,Azam Sons Traders,SwiftSync Solutions,TradeBridge Pro,BizConnect Hub,SpeedUp Logistics,25-10-2020,94,99,33,78,57,42,95,52,0.149558563,0.172706207,0.09831074,0.17799806,66,49,104,61,5358,964.44,6322.44,4158,748.44,4906.44,3135,564.3,3699.3,4056,730.08,4786.08,16707,3007.26,19714.26
4.2201E+12,ABDUL MOIZ,10601-10647-8761-413-23,Ambassador U. S. Embassy Islamabad Ramna 5 Istan :,961215,2925459-7,MUHAMMAD AYOUB,550-596-8761-413-23,"113273  ,   0302-8946833",Burhani Building Shahrah-E-Liaquat Opposite Master Biryani : From : Abdul Rahim Ghaziani (Gtm,AZAM SULMAN WEAVING,Thread Whisper,Woven Dreams,Silk Threads,Fabric Fusion,05-06-2022,78,52,98,13,96,42,87,45,0.086308123,0.074391537,0.150216163,0.181038143,104,45,100,53,7488,1347.84,8835.84,2184,393.12,2577.12,8526,1534.68,10060.68,585,105.3,690.3,18783,3380.94,22163.94
4.22011E+12,ASIF AHMED KHAN,10601-10647-8761-413-23,Amin Textile 4th Floor Nemco Center Cambell Street,1108196,2925470-1,MUHAMMAD ARSALAN,551-597-8761-413-23,"144136  ,   0300-6701429",Address : 428/2 1st Floor Khuldabad Quaidabad Main National Highway Opposite Radio Colony Act,"AZAM TARIQ COMMISSION SHOP,AZAM TARIQ TRADERS",Commision Creations,Trade Essentials,BizBind Pro,Commission Vault,01-12-2020,82,75,52,78,20,41,53,66,0.196764367,0.079045255,0.160069436,0.057778005,24,44,61,70,1640,295.2,1935.2,3075,553.5,3628.5,2756,496.08,3252.08,5148,926.64,6074.64,12619,2271.42,14890.42
3.71012E+12,AMEER AFZAL,10601-10647-8761-413-23,Avais Younus Flat 300 2nd Floor Block-B 20 Newtown,1030535,2925472-8,MUHAMMAD TAHSEEN,552-598-8761-413-23,"190023  ,   03218009090",Bait-Ul-Al Head Office Islamabad Sector H-8/4 Street Number 9 Khayaban-E-Jauhar From Director,"AZAM TEX,M/S AZAM TEX",SilkThread Covers,Luxe Label Designer,EcoFabric Sewing Kits,TexTunnel Innovations,25-10-2022,37,21,36,33,92,62,51,85,0.060003067,0.05217036,0.100613864,0.183645146,98,65,56,101,3404,612.72,4016.72,1302,234.36,1536.36,1836,330.48,2166.48,2805,504.9,3309.9,9347,1682.46,11029.46
3.66013E+12,SHAHID HUSSAIN SHAH,10601-10647-8761-413-23,Ayesha Tammy Haq Business Plus Tv 12-A/13rd Street,1107914,2925483-3,MUHAMMAD MUBASHIR,553-599-8761-413-23,3312485633 3312435633 3,Bank Islami Pakistan Llmtted A/C. Mohammad Imran Wani House 36. Street Number 3 Shahzad. Town,AZAM TRADER,TradeVault,SwiftExchange,MarketSpark,BizGuardian,12-02-2023,25,96,51,100,83,61,37,44,0.17132906,0.15403706,0.169904046,0.066308414,97,70,43,47,2075,373.5,2448.5,5856,1054.08,6910.08,1887,339.66,2226.66,4400,792,5192,14218,2559.24,16777.24
4.22017E+12,MUHAMMAD SAAD KHAN,1060-1106-8761-13664-23,Bank Alfalah Limited Jinnah Road Balochistan M : T,932115,2925612-7,HASSAN SARDAR,554-600-8761-413-23,"4501390591  ,   03324880335  ,   (03325578558)",Air Vice Marshal Mohammad Zahoor Faisal Sui (M) Ti (M) Air Office Commanding Air Headquarters,AZAM TRADERS,SwiftSync Files,EchoValve Storage,SwiftCore Backup,SyncPulse Drive,28-07-2019,49,88,35,32,81,23,56,31,0.165645102,0.117882175,0.093415843,0.18293649,94,26,61,37,3969,714.42,4683.42,2024,364.32,2388.32,1960,352.8,2312.8,992,178.56,1170.56,8945,1610.1,10555.1
3.65025E+12,TAIBA IFTIKHAR,1060-1106-8761-13664-23,Chak 65/15-L P/O 67/15l Tehsil Mianchanoo District,915845,2925617-8,MUHAMMAD JAVED IQBAL,555-601-8761-413-23,"4501390591  ,   10100247-01  ,   0302-6533929",Marketing Manager Marketing Hamdard University Hospital Taj Medical Complex M. A. Jinnah Road,Azam Traders,SkySync Pro,Atlas Shippers,Quantum Cargo,Zenith Logistics,14-11-2021,49,10,70,6,74,36,33,20,0.145080044,0.169062662,0.119445145,0.182565836,85,42,37,24,3626,652.68,4278.68,360,64.8,424.8,2310,415.8,2725.8,120,21.6,141.6,6416,1154.88,7570.88
3.73017E+12,MUHAMMAD SHABBIR,1060-1106-8761-13664-23,Chief Executive Office Altern Energy Limited 18-Km,1127058,2925618-6,NAILA SHAHZADI,556-602-8761-413-23,"4501390591  ,   10131578-01  ,   0307-7613610  ,   (0333-0319437)",Mchip Jhpiego Office H 1 Near Umaz Medical Centre Ali Munawar Colony District Naushero Feroze,AZAM TRADERS AND COMMISSION AGENT,TradeSync Hub,CommissionWave,CommAgent Pro,TradeNest Solutions,01-02-2021,95,82,47,57,87,53,78,28,0.119436006,0.192984375,0.081657627,0.185521017,97,63,84,33,8265,1487.7,9752.7,4346,782.28,5128.28,3666,659.88,4325.88,1596,287.28,1883.28,17873,3217.14,21090.14
4.22019E+12,NOMAN AHMED SIDDIQUI,1060-1106-8761-413-13274,Erum Height M-Floor Suit 02 Jackson Street Keamari,924489,2925944-4,MUHAMMAD IQBAL,557-603-8761-413-23,"4501390591  ,   10149922-0  ,   0345-2624896  ,   92330319418",Insurance Division Securities & Exchange Commiss Pakistan National Incubation Center Building,Azam Traders Commission Agent,TradeFlow Pro,CommissionSync Hub,EdgeQuote Solutions,CommissionMover Lite,16-06-2020,59,11,8,18,28,26,14,88,0.144214547,0.061565453,0.150122373,0.193531113,32,28,16,105,1652,297.36,1949.36,286,51.48,337.48,112,20.16,132.16,1584,285.12,1869.12,3634,654.12,4288.12
3.66033E+12,AHTISHAM KHALID,1060-1106-8761-413-13274,February 9 2018 Tajwar Zla H 336 Usmania Society 1,1119796,2925950-9,AYESHA JAVED,558-604-8761-413-23,"4501404958  ,   10100431-03  ,   0334-2820932  ,   (0333-2706315)",General Manager Treasury Pakistan Telecommunications Company Limited Pt Al Headquarters F-8/4,"Azam Traders,Azam Traders Rice dealer",Grain Harmony Rice,Rice Essentials Hub,Golden Grains Trade,Saffron Supplies Rice,16-10-2018,50,61,78,72,27,81,36,38,0.139980924,0.175062469,0.109871349,0.193964302,31,95,40,45,1350,243,1593,4941,889.38,5830.38,2808,505.44,3313.44,2736,492.48,3228.48,11835,2130.3,13965.3
3.66012E+12,MUHAMMAD SHAHID HAMEED,1060-1106-8761-413-13274,Finance Department Near Chowrangi Street-6-D 75952,1078402,2926271-2,IRFAN JAVED,559-605-8761-413-23,"4501425100  ,   10140335  ,   03342231474  ,   (03332706416)",Secretary Embassy Of The Kingdom Of The Netherlands Street 15 Sector G-5 P. O. Box 1065 F-7/3,"Azam Trading Co ,SKY ENTERPRISES",SkyWorth Solutions,AzamEdge Prods,ClearSky Docs,ApexPrint Elite,17-03-2020,39,6,87,77,65,42,26,86,0.170448346,0.112399466,0.164672119,0.090544956,76,47,30,94,2535,456.3,2991.3,252,45.36,297.36,2262,407.16,2669.16,6622,1191.96,7813.96,11671,2100.78,13771.78
4.22012E+12,MOHSIN RAZA,1060-1106-8761-413-23,Flat G1 Oxford Levena Block 13/D-2 Gulshan-E-Iqbal,1150740,2926869-9,SHABBIR HUSSAIN SHAD,560-606-8761-413-23,"622658  ,   03331040950  ,   03328197764",Head Of Training & Organizational Development Ferozsons Laboratories Limited Head Office 5-Km,AZAM TRADING COMPANY,Swift Trade Hub,Trade Pulse Solutions,AzamEdge Logistics,Market Makers Insights,31-03-2021,65,65,86,18,73,81,87,57,0.05910932,0.052313538,0.068051003,0.190655223,77,85,93,68,4745,854.1,5599.1,5265,947.7,6212.7,7482,1346.76,8828.76,1026,184.68,1210.68,18518,3333.24,21851.24
4.22014E+12,ABID HASAN KHAN,1060-1106-8761-413-23,Frere Arcade Mezzanine Floor Adjacent Frere Market,977976,2927054-5,KHALID MEHMOOD,561-607-8761-413-23,"880583)  ,   055-6602072  ,   0306-7861111",Pakistan Health Research Council Shahrah-E-Jamhuriat Office Constitution Avenue Sector G-5/2.,AZAM TRAVEL TOURS PVT LIMITED,Silk Voyage Planner,EcoJourney Map Kit,StarRoute Tour Guide,Momentum Travel Wallet,18-09-2021,34,35,41,79,99,16,22,58,0.158740271,0.061270731,0.103975845,0.084232592,115,17,24,63,3366,605.88,3971.88,560,100.8,660.8,902,162.36,1064.36,4582,824.76,5406.76,9410,1693.8,11103.8
4.2202E+12,JAZIA ABBAS,1060-1106-8761-413-23,Germany Embassy Pakistan Ramna 5 P. O. Box 1027 :/,1175310,2927063-4,KHALID MEHMOOD,562-608-8761-413-23,"92 (300) 531712232  ,   92 (300) 5317122",Quick Food Industries (Private.) Limited Plot 76 Street Number 10 I-9/2 Industrial Area. Hall,Azam Tyre Works,TyreTech Fit,Wheel Whisper,RimReform Pro,TireTune Revive,01-09-2018,77,16,9,99,85,41,34,37,0.068604724,0.172733148,0.055906127,0.138755206,91,48,36,42,6545,1178.1,7723.1,656,118.08,774.08,306,55.08,361.08,3663,659.34,4322.34,11170,2010.6,13180.6
4.2201E+12,ABDUL HAFEEZ,1060-1106-8761-413-23,Gulshan-E-Iqbal Branch Plot 7/Al-6 Gulshan-E-Iqbal,1147218,2927067-7,ADEEL RAZA,563-609-8761-413-23,"92 (554) 557020  ,   92 (335) 0666645",Chief Executive Office Khadim Ali Shah Bukhari Securities (Private) Limited 83/A Block-E-1 3.,AZAM WEAVING FACTORY,Silk Embroidery Kits,Woven Threads Blends,Textile Design Palette,Craft Loom Accessories,12-07-2021,59,81,67,50,21,30,91,16,0.111652966,0.187932852,0.06303308,0.075979454,23,36,97,17,1239,223.02,1462.02,2430,437.4,2867.4,6097,1097.46,7194.46,800,144,944,10566,1901.88,12467.88
4.22016E+12,RAJA EJAZ HUSSAIN JANJUWA,1060-13328-8761-413-23,H 38 Street 4 Dadu Khan Colony Gulraizi Scheme 3 :,848098,2927069-3,FURQAN HAFEEZ,564-610-8761-413-23,92 061 4782236-8,Chief Executive Office Escorts Capital Limited 1st Floor Alfalah Building Sector-B Mohlanwal.,"AZAM WEAVING FACTORY,AZAM WEAVING FACTORY",Textile Threads Hub,Woven Wonders Mill,Linen Loom Co.,Fabric Fusion Innovations,30-03-2022,35,1,40,58,83,17,50,14,0.180829562,0.135251302,0.183550315,0.164528467,98,19,59,16,2905,522.9,3427.9,17,3.06,20.06,2000,360,2360,812,146.16,958.16,5734,1032.12,6766.12
4.22013E+12,AMYN LADAK,1060-13328-8761-413-23,House 43-B Pur Bahowal Sher Road Aibal Park Muzang,831308,2927071-5,AADAL YASEEN,565-611-8761-413-23,92 3009618938,Professor Suleman Dawood School Of Business University Of Management Sciences (Lums) Opposite,AZAM YARN TRADERS,Thread Tales,Woven Wonders,Fiber Fusion,Twine Tales,01-01-2022,100,75,86,13,68,23,83,24,0.081100862,0.147548425,0.108767598,0.088646041,74,26,92,26,6800,1224,8024,1725,310.5,2035.5,7138,1284.84,8422.84,312,56.16,368.16,15975,2875.5,18850.5
4.21018E+12,SYED ASIF ALI,1060-13328-8761-413-23,House A-106 Yasir Arcade Gulshan-E-Iqbal Block-4/A,1004330,2927074-0,FAISAL TAJ,566-612-8761-413-23,"92(554) 557020  ,   92 (335) 0666645",150 Shamaila Jabeen House 14-D Street Number 2 Madina Town Behind General Hospital Kotlakhpat,AZAM ZARI HOUSE,Silk Embroidery Kits,Velvet Weaves Boutique,Luxe Fabric Design,Threaded Threads Studio,18-06-2019,26,52,92,58,90,42,69,69,0.061974095,0.199048015,0.077193312,0.098184616,96,50,74,76,2340,421.2,2761.2,2184,393.12,2577.12,6348,1142.64,7490.64,4002,720.36,4722.36,14874,2677.32,17551.32
